caption,engagement,topic,n_hashtags,n_emoji,char_len
a tiny reminder grandma laughing at the table this is everything beautiful #daily #reels #foryou #viral #explore ❤️😭😂,65.438,wholesome,5,3,117
use my code subscribe for the discount today act quickly #fyp #daily 💯,39.0295,promo,2,1,70
the simple method for folding a fitted sheet properly save this for later #explore #fyp #shorts #reels ❤️,51.5615,howto,4,1,105
nobody asked but traffic on a road with no reason im done #foryou #fyp #fyp #foryou #reels 🔥✨,50.3608,rant,5,2,93
link in bio for subscribe for the discount today selling fast boring #daily,29.0502,promo,1,0,75
step by step folding a fitted sheet properly save this for later beautiful 💯🙌🙌,78.0326,howto,0,3,78
nobody asked but slow walkers blocking the whole aisle anyway whatever #explore #daily #daily #reels #explore 🔥🔥🔥,34.8025,rant,5,3,113
watch this become proof that change is possible and it changed me #fyp #explore #viral,66.2852,transformation,3,0,86
from broken to small habits compounding daily keep going amazing #shorts 💯,53.0166,transformation,1,1,74
dont miss the buy two and get one free dont wait love 😭💯,31.7814,promo,0,2,56
can we stop another pointless software update again thats all worst #trending,14.6912,rant,1,0,77
limited drop twenty percent off everything storewide shop now #viral #daily #shorts ❤️👀❤️🔥,19.3434,promo,3,4,90
nobody asked but another pointless software update again thats all #viral #viral #trending #explore #fyp 👀,33.3494,rant,5,1,106
the simple method for cleaning grout without scrubbing forever save this for later #reels ❤️,43.1723,howto,1,1,92
the simple method for organizing a tiny kitchen efficiently works every time worst #foryou 🔥😭💯💯,49.6989,howto,1,4,95
use my code biggest sale of the entire season selling fast #explore #daily 👀,59.7127,promo,2,1,76
link in bio for buy two and get one free shop now worst #daily #reels #fyp #daily,32.1102,promo,4,0,81
can we stop the constant noise from the neighbors im done #trending 🔥,24.124,rant,1,1,69
limited drop the new collection just launched selling fast worst ✨🙌😭😭,36.1478,promo,0,4,69
link in bio for subscribe for the discount today shop now happy #trending #trending 🙌😂,23.5013,promo,2,2,86
a quick guide to cleaning grout without scrubbing forever works every time beautiful #daily #reels #daily #reels ❤️😭🙌,46.9791,howto,4,3,117
im so tired of traffic on a road with no reason anyway whatever #foryou #daily #trending 🙌🙌💯🔥,21.3039,rant,3,4,93
here is exactly how wiring the shelf bracket safely works every time #viral #fyp #trending 🙌👀😂,57.3763,howto,3,3,94
can we stop slow walkers blocking the whole aisle im done #trending #shorts,44.3117,rant,2,0,75
a quick guide to folding a fitted sheet properly thank me later amazing #explore #fyp #viral #trending #explore 🔥💯,49.9134,howto,5,2,114
day 90 of rebuilt myself stronger and it changed me #trending #explore #trending #daily #daily ✨🙌😂💯,67.1708,transformation,5,4,99
day 90 of reinventing everything from scratch no going back annoying #fyp #explore 😭✨❤️,65.7142,transformation,2,3,87
unpopular opinion but people who chew loudly in meetings anyway whatever #shorts #foryou ✨😂🙌💯,35.744,rant,2,4,93
from broken to rebuilt myself stronger and it changed me #shorts #trending #reels #trending #explore 😂❤️,62.7801,transformation,5,2,104
watch this become finally healed and thriving and it changed me awful #explore #explore #explore,64.998,transformation,3,0,96
nobody asked but endless emails that should be calls thats all boring #daily #trending #foryou ✨👀🔥👀,20.397,rant,3,4,99
found so much comfort and warmth and home this is everything hate #explore #foryou #foryou #trending #reels 💯👀,59.3574,wholesome,5,2,110
link in bio for buy two and get one free act quickly annoying #foryou #explore 🙌🔥💯,25.1832,promo,2,3,82
limited drop biggest sale of the entire season shop now #shorts #reels #shorts #daily #foryou 😭,43.0951,promo,5,1,95
a quick guide to wiring the shelf bracket safely try it tonight ❤️🔥😭,55.0843,howto,0,3,68
can we stop traffic on a road with no reason anyway whatever ✨🔥🙌🙌,28.4861,rant,0,4,65
just some pure a dog reunited with its family hold your people close #fyp #foryou #reels #fyp 🔥😂💯😭,69.088,wholesome,4,4,98
unpopular opinion but traffic on a road with no reason im done happy #reels #trending #foryou #viral 💯😂❤️😭,21.3149,rant,4,4,106
watch this become the before and after nobody believed keep going #reels #fyp #foryou 💯💯😭🙌,56.4958,transformation,3,4,90
step by step wiring the shelf bracket safely try it tonight happy #viral #trending #fyp #reels #trending 😂🔥👀🔥,54.3872,howto,5,4,109
soft moment of grandma laughing at the table stay soft #shorts #shorts #trending #reels #reels,65.1459,wholesome,5,0,94
can we stop people who chew loudly in meetings im done amazing #daily #foryou #viral 🔥,36.9381,rant,3,1,86
the simple method for organizing a tiny kitchen efficiently thank me later,46.9738,howto,0,0,74
a quick guide to setting up the spreadsheet correctly thank me later awful #foryou #shorts #daily 🔥😂👀😂,53.8017,howto,3,4,102
im so tired of traffic on a road with no reason im done #explore 😂😂,25.6307,rant,1,2,67
soft moment of gentle love on an ordinary day this is everything #reels #fyp #trending #fyp #fyp 💯✨👀,65.0025,wholesome,5,3,100
limited drop buy two and get one free selling fast boring #viral #trending #daily #fyp #reels 🙌🙌🙌👀,43.4391,promo,5,4,98
watch this become small habits compounding daily keep going hate,85.2496,transformation,0,0,64
unpopular opinion but endless emails that should be calls end of rant,15.4571,rant,0,0,69
link in bio for exclusive bundle while supplies last dont wait awful #reels #foryou #viral #trending ❤️🙌,35.3619,promo,4,2,104
dont miss the twenty percent off everything storewide dont wait 😭🙌🙌,24.1872,promo,0,3,67
just some pure kindness shared between strangers stay soft #fyp #fyp #viral 🔥👀🙌💯,65.4083,wholesome,3,4,80
can we stop traffic on a road with no reason im done #fyp 👀🔥,17.1729,rant,1,2,60
use my code subscribe for the discount today act quickly worst #fyp,13.7125,promo,1,0,67
nobody asked but another pointless software update again thats all boring 🙌✨👀,11.6649,rant,0,3,77
use my code biggest sale of the entire season act quickly #explore #daily #viral #viral,49.7314,promo,4,0,87
watch this become rebuilt myself stronger no going back annoying #trending #trending #reels #explore #viral 💯✨😂,64.3359,transformation,5,3,111
dont miss the the new collection just launched act quickly #explore #daily #foryou #trending ❤️,45.4104,promo,4,1,95
soft moment of comfort and warmth and home stay soft #trending #foryou #reels #shorts #explore,77.048,wholesome,5,0,94
a quick guide to folding a fitted sheet properly works every time #fyp #daily #foryou #reels #trending ✨😭👀,51.4622,howto,5,3,106
im so tired of another pointless software update again end of rant annoying #viral #reels #fyp #explore 😭❤️,3.2369,rant,4,2,107
im so tired of endless emails that should be calls anyway whatever #reels #daily #reels #foryou,18.1278,rant,4,0,95
found so much gentle love on an ordinary day this is everything #trending #viral #trending 😭,69.3515,wholesome,3,1,92
watch this become rebuilt myself stronger you can too #fyp #daily #viral 🔥,64.0314,transformation,3,1,74
link in bio for twenty percent off everything storewide selling fast boring #foryou #shorts #foryou #shorts #fyp 😭💯,37.1434,promo,5,2,115
step by step fixing a leaking faucet yourself works every time #viral #viral #viral 💯😂😭😂,44.3922,howto,3,4,88
here is exactly how folding a fitted sheet properly thank me later hate #explore #explore #foryou #fyp #daily 🔥👀,22.5674,howto,5,2,112
a tiny reminder kindness shared between strangers stay soft #daily 😂,56.5415,wholesome,1,1,68
step by step organizing a tiny kitchen efficiently save this for later beautiful #trending #trending #fyp 😂,58.9443,howto,3,1,107
from broken to rebuilt myself stronger keep going #viral 😭😭,65.0862,transformation,1,2,59
found so much comfort and warmth and home hold your people close boring #daily #explore #daily 😭👀,61.9468,wholesome,3,2,97
a tiny reminder a dog reunited with its family this is everything hate #explore,57.1836,wholesome,1,0,79
dont miss the exclusive bundle while supplies last shop now worst #viral ❤️😂💯,25.829,promo,1,3,77
a tiny reminder a dog reunited with its family be gentle today happy 👀,77.2483,wholesome,0,1,70
soft moment of a dog reunited with its family be gentle today #fyp 😂💯,60.6837,wholesome,1,2,69
here is exactly how wiring the shelf bracket safely thank me later awful ❤️🔥👀,47.4749,howto,0,3,77
the glow up is rebuilt myself stronger you can too #shorts #explore #foryou 💯,75.2075,transformation,3,1,77
watch this become proof that change is possible you can too,78.4689,transformation,0,0,59
unpopular opinion but people who chew loudly in meetings im done worst #explore #shorts #shorts #reels ❤️🔥✨🔥,13.0035,rant,4,4,108
use my code subscribe for the discount today selling fast #daily #trending #viral #foryou #daily ❤️,22.8706,promo,5,1,99
use my code exclusive bundle while supplies last shop now #reels #shorts #foryou 💯😂,41.6732,promo,3,2,83
the simple method for cleaning grout without scrubbing forever save this for later happy #viral #reels #trending ❤️👀,47.5217,howto,3,2,116
im so tired of endless emails that should be calls thats all hate 💯💯,9.4461,rant,0,2,68
link in bio for buy two and get one free selling fast beautiful 👀👀👀😂,29.4953,promo,0,4,68
a tiny reminder a dog reunited with its family be gentle today #reels #foryou #viral #fyp 😂🔥😂😂,67.8168,wholesome,4,4,94
can we stop endless emails that should be calls im done #daily #reels #trending #explore 👀👀👀,51.2414,rant,4,3,92
dont miss the the new collection just launched shop now worst #viral #daily #shorts #trending 💯,48.5912,promo,4,1,95
the simple method for setting up the spreadsheet correctly try it tonight 😭✨👀,55.5526,howto,0,3,77
link in bio for exclusive bundle while supplies last selling fast #foryou #foryou #shorts #explore #foryou 😭,36.9628,promo,5,1,108
nobody asked but slow walkers blocking the whole aisle anyway whatever #explore #shorts #fyp #fyp 😭🔥,25.8311,rant,4,2,100
step by step fixing a leaking faucet yourself works every time love 🙌,54.798,howto,0,1,69
day 90 of the before and after nobody believed keep going boring #daily #shorts #foryou 👀,57.6736,transformation,3,1,89
soft moment of gentle love on an ordinary day be gentle today annoying,56.723,wholesome,0,0,70
soft moment of gentle love on an ordinary day this is everything #viral #trending #viral #trending 👀😭💯,64.1928,wholesome,4,3,102
watch this become rebuilt myself stronger no going back #reels #viral #reels #reels 💯,69.1471,transformation,4,1,85
im so tired of traffic on a road with no reason end of rant best #daily 😭💯,33.5769,rant,1,2,74
can we stop people who chew loudly in meetings anyway whatever #daily 😂👀🙌🔥,40.7311,rant,1,4,74
step by step folding a fitted sheet properly try it tonight worst #viral #daily #daily #reels #viral 🔥🔥,42.2841,howto,5,2,103
can we stop the constant noise from the neighbors im done #viral #trending #trending #daily #reels 👀❤️💯,31.6732,rant,5,3,103
day 90 of rebuilt myself stronger and it changed me love #viral #foryou #viral #viral #fyp 👀🔥,87.3982,transformation,5,2,93
limited drop twenty percent off everything storewide selling fast worst #daily #trending #reels #explore ✨🙌,28.0399,promo,4,2,107
from broken to small habits compounding daily keep going #shorts #shorts,79.5838,transformation,2,0,72
im so tired of traffic on a road with no reason thats all best 😂,31.3217,rant,0,1,64
link in bio for subscribe for the discount today selling fast #fyp #daily #daily 👀🙌😂❤️,32.8019,promo,3,4,86
here is exactly how wiring the shelf bracket safely thank me later annoying #explore 😂,42.8466,howto,1,1,86
just some pure friends showing up when it mattered this is everything beautiful #trending #trending #explore 😭,56.4218,wholesome,3,1,110
watch this become the before and after nobody believed you can too beautiful ❤️👀❤️❤️,62.2531,transformation,0,4,84
a tiny reminder comfort and warmth and home be gentle today 😭💯😂✨,85.5662,wholesome,0,4,64
a tiny reminder gentle love on an ordinary day hold your people close #explore #fyp #viral #fyp,81.7832,wholesome,4,0,95
can we stop people who chew loudly in meetings end of rant happy #viral #viral #fyp #reels #reels 💯🔥🙌🙌,31.1711,rant,5,4,102
the glow up is reinventing everything from scratch you can too #foryou #viral #viral #daily #viral ✨,61.6787,transformation,5,1,100
watch this become proof that change is possible and it changed me annoying #fyp #shorts #shorts #trending #explore ❤️🔥,66.1622,transformation,5,2,118
link in bio for subscribe for the discount today act quickly love #daily 🙌👀,44.8785,promo,1,2,75
just some pure kindness shared between strangers hold your people close worst #trending #foryou #trending #viral #shorts 😭😭😂😭,64.9844,wholesome,5,4,125
here is exactly how organizing a tiny kitchen efficiently works every time happy #viral,61.8043,howto,1,0,87
a quick guide to setting up the spreadsheet correctly thank me later love #foryou #trending #shorts 🔥❤️❤️✨,68.2618,howto,3,4,106
limited drop twenty percent off everything storewide selling fast awful #reels #explore 😭👀💯,43.5024,promo,2,3,91
soft moment of kindness shared between strangers hold your people close,77.0628,wholesome,0,0,71
can we stop the constant noise from the neighbors end of rant #trending 🙌👀😭,29.1292,rant,1,3,75
im so tired of traffic on a road with no reason im done #foryou,25.1363,rant,1,0,63
link in bio for twenty percent off everything storewide act quickly #foryou #trending #explore #viral 😭👀❤️❤️,27.7977,promo,4,4,108
a quick guide to fixing a leaking faucet yourself thank me later boring #foryou #daily #daily #shorts 😭😭🔥🙌,42.7064,howto,4,4,106
from broken to proof that change is possible you can too love #foryou #foryou #explore #trending 😂😂,78.7044,transformation,4,2,99
found so much gentle love on an ordinary day hold your people close 😭🔥👀🔥,65.7219,wholesome,0,4,72
limited drop biggest sale of the entire season act quickly #reels #foryou 😂,37.9038,promo,2,1,75
just some pure gentle love on an ordinary day hold your people close love 💯✨,71.0821,wholesome,0,2,76
the glow up is proof that change is possible and it changed me best #viral #fyp,64.7378,transformation,2,0,79
step by step folding a fitted sheet properly thank me later annoying #viral ❤️😭,49.891,howto,1,2,79
unpopular opinion but slow walkers blocking the whole aisle end of rant beautiful #reels #reels #reels #trending ❤️🙌❤️🔥,27.0174,rant,4,4,119
here is exactly how cleaning grout without scrubbing forever works every time #viral #explore #viral #daily 😭,58.5535,howto,4,1,109
link in bio for subscribe for the discount today dont wait worst #reels #viral #trending #trending #reels ✨🔥😂,44.9347,promo,5,3,109
found so much grandma laughing at the table be gentle today #daily #daily #viral,62.9054,wholesome,3,0,80
use my code buy two and get one free shop now boring #viral #daily #explore,24.4358,promo,3,0,75
use my code twenty percent off everything storewide dont wait boring #trending #reels #viral 👀❤️😭,23.6968,promo,3,3,97
can we stop endless emails that should be calls thats all #explore 🔥🔥👀,28.0302,rant,1,3,70
unpopular opinion but slow walkers blocking the whole aisle end of rant #daily 😂,31.8373,rant,1,1,80
a quick guide to cleaning grout without scrubbing forever save this for later,48.7628,howto,0,0,77
from broken to the before and after nobody believed you can too happy #shorts #daily 😂,80.9803,transformation,2,1,86
link in bio for buy two and get one free dont wait #foryou #fyp,52.5155,promo,2,0,63
just some pure grandma laughing at the table hold your people close #reels 😭😂,63.7672,wholesome,1,2,77
can we stop people who chew loudly in meetings thats all #shorts #reels #trending #viral #foryou ✨,28.1317,rant,5,1,98
a tiny reminder grandma laughing at the table hold your people close #viral #fyp #fyp ❤️✨🔥💯,69.76,wholesome,3,4,91
a quick guide to organizing a tiny kitchen efficiently works every time 🙌🔥🙌,56.2513,howto,0,3,75
day 90 of proof that change is possible keep going #viral #trending #reels #viral #daily,76.2624,transformation,5,0,88
a tiny reminder comfort and warmth and home be gentle today happy #daily #daily #explore #trending ✨,76.0023,wholesome,4,1,100
the glow up is small habits compounding daily no going back #reels #explore,57.7869,transformation,2,0,75
from broken to the before and after nobody believed keep going #trending 💯,73.4923,transformation,1,1,74
dont miss the the new collection just launched shop now #fyp #reels #explore #explore #fyp 👀😭💯👀,38.803,promo,5,4,95
just some pure friends showing up when it mattered stay soft #trending #fyp 😭,65.7047,wholesome,2,1,77
im so tired of another pointless software update again end of rant best #explore #daily #foryou #explore #daily 👀,18.9224,rant,5,1,113
a tiny reminder grandma laughing at the table hold your people close hate #reels #daily 😭✨😭🙌,61.627,wholesome,2,4,92
limited drop exclusive bundle while supplies last selling fast worst ❤️👀😂,38.27,promo,0,3,73
from broken to rebuilt myself stronger and it changed me #reels 😂💯😭,73.8319,transformation,1,3,67
unpopular opinion but endless emails that should be calls anyway whatever best,31.9653,rant,0,0,78
link in bio for biggest sale of the entire season act quickly #viral #shorts #trending #foryou 😂,41.0972,promo,4,1,96
soft moment of grandma laughing at the table hold your people close annoying ❤️,54.384,wholesome,0,1,79
im so tired of people who chew loudly in meetings end of rant #fyp #reels,31.5127,rant,2,0,73
soft moment of gentle love on an ordinary day this is everything amazing ✨,72.7366,wholesome,0,1,74
use my code buy two and get one free act quickly 👀😂,42.3126,promo,0,2,51
can we stop traffic on a road with no reason anyway whatever hate #viral #explore 🔥🙌,25.9984,rant,2,2,84
link in bio for buy two and get one free selling fast #reels #fyp #foryou 😂👀,41.9956,promo,3,2,76
here is exactly how organizing a tiny kitchen efficiently thank me later #foryou #shorts #viral #trending 💯,58.7195,howto,4,1,107
link in bio for exclusive bundle while supplies last shop now #fyp #daily #reels #fyp ✨💯,42.3036,promo,4,2,88
a quick guide to setting up the spreadsheet correctly works every time awful #explore #reels #viral #trending 🔥🔥❤️🔥,63.6768,howto,4,4,115
the simple method for fixing a leaking faucet yourself try it tonight 🙌💯,44.9924,howto,0,2,72
link in bio for the new collection just launched act quickly awful #viral #foryou #explore,20.1074,promo,3,0,90
here is exactly how wiring the shelf bracket safely try it tonight beautiful 🔥✨😂,51.4544,howto,0,3,80
found so much a dog reunited with its family hold your people close worst #explore #fyp 😭🙌🙌,68.5018,wholesome,2,3,91
unpopular opinion but traffic on a road with no reason thats all hate #trending 💯,23.5986,rant,1,1,81
the simple method for fixing a leaking faucet yourself try it tonight #viral #foryou #explore #foryou ❤️,61.47,howto,4,1,104
step by step setting up the spreadsheet correctly works every time #fyp #foryou #explore #trending,34.6212,howto,4,0,98
the simple method for folding a fitted sheet properly save this for later beautiful #shorts #viral #fyp #foryou #fyp,64.8004,howto,5,0,116
the simple method for cleaning grout without scrubbing forever works every time #trending #reels #fyp,59.192,howto,3,0,101
the simple method for folding a fitted sheet properly works every time #daily 💯👀🔥,71.0091,howto,1,3,81
found so much grandma laughing at the table be gentle today hate #explore #shorts #daily #foryou #viral 😂🙌🔥🙌,58.2721,wholesome,5,4,108
from broken to the before and after nobody believed keep going hate #explore ✨👀❤️😭,49.0973,transformation,1,4,82
dont miss the exclusive bundle while supplies last dont wait #reels #explore #shorts #fyp #explore 🙌,26.9782,promo,5,1,100
link in bio for buy two and get one free dont wait awful #fyp #fyp #trending #shorts #viral ❤️🔥❤️,34.8423,promo,5,3,97
the simple method for fixing a leaking faucet yourself thank me later boring #daily #explore #fyp 😂🙌🔥❤️,57.2841,howto,3,4,103
nobody asked but endless emails that should be calls thats all hate #daily #trending,20.1564,rant,2,0,84
just some pure kindness shared between strangers this is everything happy #viral #shorts #reels 👀✨✨,74.1875,wholesome,3,3,99
day 90 of reinventing everything from scratch no going back boring #explore 😂❤️✨,68.6225,transformation,1,3,80
unpopular opinion but people who chew loudly in meetings thats all #explore #shorts #fyp #shorts #foryou,39.2688,rant,5,0,104
the glow up is finally healed and thriving you can too best ✨,74.6225,transformation,0,1,61
day 90 of finally healed and thriving no going back #shorts #trending #reels,68.7448,transformation,3,0,76
from broken to rebuilt myself stronger keep going love #explore #reels #viral #explore 🙌,82.5847,transformation,4,1,88
from broken to rebuilt myself stronger keep going #shorts #fyp #reels #fyp 😂,90.0061,transformation,4,1,76
unpopular opinion but endless emails that should be calls anyway whatever love ❤️,37.2698,rant,0,1,81
soft moment of grandma laughing at the table stay soft #viral #reels #shorts #shorts 💯💯❤️😭,69.7394,wholesome,4,4,90
a tiny reminder kindness shared between strangers hold your people close best #fyp #reels #shorts 😂❤️🙌😂,76.4008,wholesome,3,4,103
day 90 of small habits compounding daily no going back worst ✨👀,69.4282,transformation,0,2,63
step by step setting up the spreadsheet correctly try it tonight #reels #daily #trending 🙌👀,51.0527,howto,3,2,91
can we stop the constant noise from the neighbors end of rant hate 👀🔥🔥❤️,31.1499,rant,0,4,72
just some pure friends showing up when it mattered stay soft amazing 🔥🙌,66.5797,wholesome,0,2,71
day 90 of reinventing everything from scratch no going back awful #viral #explore 🔥💯,69.3186,transformation,2,2,84
unpopular opinion but people who chew loudly in meetings im done happy #fyp #foryou #daily #viral #viral 💯✨✨❤️,29.1822,rant,5,4,110
nobody asked but the constant noise from the neighbors anyway whatever #trending #daily #trending 😂😂❤️🔥,26.4082,rant,3,4,103
day 90 of the before and after nobody believed you can too 😂😭,86.6738,transformation,0,2,61
the glow up is rebuilt myself stronger you can too #explore #viral #trending #reels 😭💯❤️,85.9611,transformation,4,3,88
found so much a dog reunited with its family stay soft #daily ✨😭😭😂,72.5651,wholesome,1,4,66
unpopular opinion but endless emails that should be calls end of rant #reels #daily #shorts #fyp #daily 🙌,22.2935,rant,5,1,105
link in bio for the new collection just launched selling fast amazing,35.5218,promo,0,0,69
dont miss the exclusive bundle while supplies last dont wait beautiful #viral #shorts #shorts #reels,24.2807,promo,4,0,100
from broken to finally healed and thriving no going back,78.8195,transformation,0,0,56
a tiny reminder comfort and warmth and home stay soft happy #explore 😂👀😭✨,69.9328,wholesome,1,4,73
use my code the new collection just launched shop now awful #explore #daily #trending #shorts 🔥💯👀🙌,43.0206,promo,4,4,98
soft moment of gentle love on an ordinary day be gentle today #explore 😂❤️,56.0514,wholesome,1,2,74
found so much grandma laughing at the table stay soft #shorts #reels #shorts #daily 😂🔥,73.8841,wholesome,4,2,86
found so much a dog reunited with its family hold your people close #reels #explore #reels #fyp,74.078,wholesome,4,0,95
dont miss the twenty percent off everything storewide shop now #explore #fyp #reels #trending #fyp ❤️❤️,41.5797,promo,5,2,103
link in bio for buy two and get one free shop now amazing #shorts #foryou #viral #viral #shorts,38.8061,promo,5,0,95
a tiny reminder kindness shared between strangers stay soft worst #viral #reels,90.456,wholesome,2,0,79
step by step setting up the spreadsheet correctly save this for later 😂❤️,54.0858,howto,0,2,73
found so much a dog reunited with its family be gentle today #shorts #daily #foryou #trending #trending ❤️😂❤️😂,70.6203,wholesome,5,4,110
just some pure gentle love on an ordinary day this is everything #daily #foryou #explore #fyp,59.7185,wholesome,4,0,93
unpopular opinion but slow walkers blocking the whole aisle im done #viral #daily #daily #daily #foryou ✨,30.2886,rant,5,1,105
found so much kindness shared between strangers this is everything 💯😭❤️,55.6117,wholesome,0,3,71
use my code biggest sale of the entire season selling fast #trending #foryou 🔥💯,39.4145,promo,2,2,79
unpopular opinion but endless emails that should be calls anyway whatever #reels #trending #daily 😭💯❤️,43.1035,rant,3,3,102
dont miss the exclusive bundle while supplies last shop now beautiful #daily #trending #viral #foryou #viral 😂😂,47.1297,promo,5,2,111
a tiny reminder friends showing up when it mattered be gentle today love #reels #reels #reels #foryou #foryou,83.4967,wholesome,5,0,109
the glow up is the before and after nobody believed you can too boring #explore #explore #reels 🔥,74.9314,transformation,3,1,97
a tiny reminder kindness shared between strangers stay soft #shorts #viral #shorts #daily ✨🙌🔥,74.9646,wholesome,4,3,93
the simple method for folding a fitted sheet properly try it tonight #trending #shorts #reels #shorts #reels,30.9434,howto,5,0,108
watch this become small habits compounding daily you can too love #trending #fyp #explore #fyp,92.4719,transformation,4,0,94
day 90 of rebuilt myself stronger no going back #foryou #shorts #daily #foryou 🔥,74.3239,transformation,4,1,80
im so tired of endless emails that should be calls im done 😂💯❤️,33.074,rant,0,3,63
the glow up is the before and after nobody believed no going back #foryou #explore #fyp #fyp 😂🙌❤️🔥,72.9405,transformation,4,4,98
a tiny reminder friends showing up when it mattered hold your people close #foryou #trending,76.2605,wholesome,2,0,92
here is exactly how wiring the shelf bracket safely works every time #fyp #foryou #daily ✨✨🙌😭,57.1145,howto,3,4,93
day 90 of finally healed and thriving you can too #fyp #trending #reels ✨,71.1304,transformation,3,1,73
from broken to reinventing everything from scratch keep going happy #viral 🔥✨👀❤️,81.8112,transformation,1,4,80
from broken to the before and after nobody believed you can too amazing #shorts #trending #daily #viral,86.3164,transformation,4,0,103
use my code buy two and get one free shop now 👀🔥,26.9964,promo,0,2,48
limited drop twenty percent off everything storewide shop now 😂❤️😭,47.8477,promo,0,3,66
just some pure gentle love on an ordinary day be gentle today amazing #foryou 🙌,58.6011,wholesome,1,1,79
just some pure a dog reunited with its family this is everything annoying #viral #reels #reels 😂✨😭,71.0788,wholesome,3,3,98
limited drop twenty percent off everything storewide shop now love 👀,54.2456,promo,0,1,68
a tiny reminder friends showing up when it mattered stay soft 🔥😭,70.2663,wholesome,0,2,64
a tiny reminder a dog reunited with its family stay soft #foryou,75.9579,wholesome,1,0,64
the simple method for wiring the shelf bracket safely try it tonight ✨💯👀✨,55.4967,howto,0,4,73
dont miss the twenty percent off everything storewide act quickly happy #foryou #viral,43.6143,promo,2,0,86
just some pure friends showing up when it mattered this is everything beautiful #fyp #foryou ✨,71.8447,wholesome,2,1,94
from broken to finally healed and thriving you can too #shorts 💯🔥❤️💯,96.1513,transformation,1,4,68
use my code buy two and get one free shop now #fyp 👀💯,37.4623,promo,1,2,53
day 90 of small habits compounding daily you can too #trending #reels #daily #daily ✨🔥🙌,76.6831,transformation,4,3,87
can we stop endless emails that should be calls thats all worst #viral #daily #reels #trending #shorts 😭😭,36.335,rant,5,2,105
day 90 of proof that change is possible you can too best #fyp 💯💯❤️,95.6116,transformation,1,3,66
dont miss the subscribe for the discount today dont wait #viral #foryou #explore #explore ❤️❤️💯❤️,45.8149,promo,4,4,97
found so much kindness shared between strangers stay soft hate #reels #viral 👀💯❤️😭,59.0751,wholesome,2,4,82
dont miss the biggest sale of the entire season shop now #trending ❤️😭✨🙌,41.5365,promo,1,4,72
nobody asked but endless emails that should be calls end of rant boring #fyp #reels #daily #daily 👀😭❤️🔥,24.1465,rant,4,4,103
use my code subscribe for the discount today shop now annoying 🙌😂😭❤️,24.2142,promo,0,4,68
just some pure kindness shared between strangers be gentle today #viral #reels #explore #explore,69.1768,wholesome,4,0,96
a tiny reminder grandma laughing at the table be gentle today happy 👀👀💯👀,68.8722,wholesome,0,4,72
im so tired of the constant noise from the neighbors anyway whatever annoying #reels #foryou #foryou #daily 💯🙌😂,35.9079,rant,4,3,111
im so tired of the constant noise from the neighbors im done happy #fyp #reels #trending #explore ✨🙌,35.089,rant,4,2,100
from broken to reinventing everything from scratch keep going #trending #trending #trending #explore 😂😂❤️🙌,72.3927,transformation,4,4,106
nobody asked but endless emails that should be calls anyway whatever annoying #daily 🙌😂,26.7769,rant,1,2,87
nobody asked but traffic on a road with no reason thats all annoying ❤️🙌😂💯,19.5891,rant,0,4,74
can we stop traffic on a road with no reason end of rant #trending #shorts #trending #trending #explore 😭👀,39.0403,rant,5,2,106
day 90 of the before and after nobody believed keep going #fyp 💯,75.1902,transformation,1,1,64
just some pure friends showing up when it mattered this is everything happy #foryou 👀🙌😭,62.9269,wholesome,1,3,87
unpopular opinion but the constant noise from the neighbors anyway whatever,44.9019,rant,0,0,75
can we stop the constant noise from the neighbors im done #reels #trending #fyp,23.7545,rant,3,0,79
soft moment of comfort and warmth and home this is everything love #viral 😂🔥,81.2576,wholesome,1,2,76
limited drop subscribe for the discount today selling fast awful #fyp #explore #shorts #reels,37.1527,promo,4,0,93
dont miss the exclusive bundle while supplies last act quickly best #reels #fyp #shorts #viral 🔥👀💯,52.5833,promo,4,3,98
from broken to the before and after nobody believed and it changed me ✨,83.7595,transformation,0,1,71
dont miss the biggest sale of the entire season dont wait #shorts #fyp #reels,46.4686,promo,3,0,77
a quick guide to organizing a tiny kitchen efficiently works every time #shorts #explore #daily 👀👀😂,27.7005,howto,3,3,99
unpopular opinion but people who chew loudly in meetings im done #trending #explore 🔥🔥✨🔥,49.9291,rant,2,4,88
soft moment of grandma laughing at the table stay soft #shorts #shorts #daily #shorts #foryou 👀✨👀,65.4151,wholesome,5,3,97
soft moment of comfort and warmth and home stay soft #foryou 💯🙌,76.3527,wholesome,1,2,63
link in bio for the new collection just launched shop now boring 😂✨💯🔥,37.9082,promo,0,4,69
im so tired of traffic on a road with no reason end of rant awful #trending #shorts #reels,17.9765,rant,3,0,90
watch this become small habits compounding daily keep going #viral #daily #explore #foryou #trending 🔥🔥✨💯,69.299,transformation,5,4,105
dont miss the the new collection just launched act quickly,51.4386,promo,0,0,58
from broken to reinventing everything from scratch you can too 😭😂❤️🔥,59.8698,transformation,0,4,68
a tiny reminder kindness shared between strangers be gentle today love,51.72,wholesome,0,0,70
soft moment of friends showing up when it mattered stay soft hate 😂🔥,64.1255,wholesome,0,2,68
soft moment of kindness shared between strangers be gentle today annoying #trending #explore #daily #shorts 😂❤️✨🔥,72.5691,wholesome,4,4,113
just some pure grandma laughing at the table stay soft #foryou #fyp #viral #trending 🔥🔥,60.4575,wholesome,4,2,87
